Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,First Name,Last Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
129,CA-2015-955111,2020-12-01,2020-12-09,First Class,C-9758,Dustin,Barnes,Corporate,United States,North Stacy,Maryland,35824,East,P-45627,Technology,Copiers,Copiers - Need,123.64,4,0.3,-14.36
130,CA-2019-937874,2021-08-27,2021-09-03,Same Day,C-8690,Victoria,Herrera,Corporate,United States,Leonardtown,California,95552,West,P-46907,Furniture,Furnishings,Furnishings - Player,1712.44,3,0.1,239.4
131,CA-2021-882364,2023-07-22,2023-07-31,First Class,C-1123,Alyssa,Soto,Consumer,United States,South Kellytown,Montana,29291,West,P-13446,Furniture,Furnishings,Furnishings - Finally,1084.6,9,0.2,313.81
132,CA-2020-648306,2021-04-07,2021-04-12,Standard Class,C-3903,Lauren,Lester,Corporate,United States,Jensenbury,Texas,17539,West,P-35806,Furniture,Tables,Tables - Be,50.03,1,0.2,-1.25
133,CA-2020-584205,2024-07-25,2024-07-28,Same Day,C-9551,Allen,Maldonado,Corporate,United States,North Jonathanport,Missouri,42177,West,P-75780,Furniture,Furnishings,Furnishings - Well,50.4,9,0.3,-2.59
134,CA-2016-131448,2023-02-23,2023-03-02,Same Day,C-7604,Chase,Sims,Home Office,United States,East Riley,Alaska,63282,Central,P-21143,Furniture,Furnishings,Furnishings - Class,1905.3,6,0.0,-112.86
135,CA-2021-346309,2023-06-02,2023-06-08,Standard Class,C-2877,Eric,Hartman,Corporate,United States,Stephaniebury,Idaho,75169,East,P-88792,Technology,Copiers,Copiers - Enter,269.07,9,0.4,92.11
136,CA-2018-948557,2024-01-09,2024-01-19,Second Class,C-8787,Whitney,Johnson,Consumer,United States,New Laurieville,Arkansas,09944,East,P-52592,Office Supplies,Art,Art - Matter,411.37,6,0.4,133.8
137,CA-2016-177777,2022-07-07,2022-07-13,Second Class,C-5752,Nathan,Hernandez,Home Office,United States,Zacharyfort,Louisiana,53255,Central,P-69417,Furniture,Bookcases,Bookcases - North,1434.07,5,0.0,438.0
138,CA-2021-178169,2021-12-16,2021-12-17,First Class,C-4487,Sarah,Martinez,Consumer,United States,Lake Robertfort,Connecticut,90029,West,P-71689,Office Supplies,Appliances,Appliances - Share,25.4,5,0.0,5.92
139,CA-2023-370307,2020-09-26,2020-09-27,Second Class,C-5367,David,Davis,Consumer,United States,Johnchester,Alabama,16576,West,P-47170,Technology,Accessories,Accessories - Outside,1258.79,1,0.4,-100.97
140,CA-2016-293807,2020-12-12,2020-12-20,Same Day,C-7264,Kristen,Baker,Home Office,United States,West Cynthia,Wyoming,19385,Central,P-59882,Technology,Machines,Machines - Their,464.43,4,0.1,105.14
141,CA-2018-475006,2023-10-03,2023-10-06,First Class,C-7465,Crystal,Acevedo,Corporate,United States,Port Alejandro,Michigan,59052,South,P-48796,Furniture,Bookcases,Bookcases - Drug,1487.71,10,0.3,-91.05
142,CA-2023-152103,2024-12-28,2025-01-06,First Class,C-4596,Samuel,Anderson,Home Office,United States,Port Mariomouth,North Carolina,78350,East,P-77556,Furniture,Bookcases,Bookcases - House,409.93,4,0.2,78.16
143,CA-2015-514371,2023-09-24,2023-10-02,Same Day,C-7572,Cheryl,Whitaker,Home Office,United States,South Angela,Virginia,81130,South,P-44886,Furniture,Tables,Tables - Help,1862.84,8,0.4,-69.61
144,CA-2015-617241,2024-06-18,2024-06-20,Second Class,C-2324,Herbert,Castillo,Consumer,United States,West Chloeton,Kansas,04125,Central,P-52053,Office Supplies,Storage,Storage - Prepare,306.38,7,0.3,59.68
145,CA-2022-239024,2025-09-19,2025-09-20,Same Day,C-4107,Shannon,Gray,Home Office,United States,Williamsburgh,Massachusetts,87516,Central,P-10679,Office Supplies,Art,Art - Small,919.84,1,0.4,287.44
146,CA-2015-902717,2022-07-16,2022-07-23,Same Day,C-4764,William,Miller,Corporate,United States,Cruzbury,Wyoming,54856,East,P-40999,Technology,Copiers,Copiers - Rate,827.87,1,0.0,-89.56
147,CA-2023-838931,2025-03-23,2025-03-25,Same Day,C-6018,Robert,Miller,Corporate,United States,Lisaview,California,93141,South,P-29838,Office Supplies,Art,Art - Company,701.51,8,0.4,114.25
148,CA-2020-602945,2024-05-03,2024-05-04,First Class,C-6171,Michael,Hughes,Consumer,United States,East Thomas,Nevada,82437,East,P-55599,Furniture,Bookcases,Bookcases - Vote,873.78,9,0.3,233.76
149,CA-2016-236681,2022-01-23,2022-02-02,Standard Class,C-6053,Steve,Miller,Corporate,United States,Youngville,Washington,75804,Central,P-16622,Technology,Phones,Phones - Control,1198.75,2,0.1,253.19
150,CA-2023-252063,2021-04-05,2021-04-09,Same Day,C-5419,Jodi,Allen,Home Office,United States,East Heatherborough,Texas,02044,Central,P-76102,Technology,Phones,Phones - Nice,1447.2,1,0.0,-106.33
151,CA-2016-268776,2023-07-31,2023-08-07,Same Day,C-9985,Timothy,Jones,Corporate,United States,Port Elizabeth,Minnesota,64913,South,P-48235,Furniture,Furnishings,Furnishings - Blood,1005.43,4,0.3,-133.28
152,CA-2021-967595,2023-01-29,2023-01-31,First Class,C-7072,Audrey,Carter,Corporate,United States,North Carlos,Washington,34812,South,P-32934,Office Supplies,Art,Art - Civil,144.7,7,0.4,-4.13
153,CA-2015-289473,2022-09-29,2022-10-04,Standard Class,C-5782,Scott,Saunders,Consumer,United States,West Anthony,Hawaii,81499,South,P-77159,Office Supplies,Binders,Binders - Yet,327.3,3,0.1,-20.76
154,CA-2021-329047,2024-09-24,2024-09-27,Same Day,C-1276,Michael,Novak,Consumer,United States,Port Kimberlyport,Hawaii,55225,South,P-77750,Technology,Copiers,Copiers - Mission,1676.58,7,0.4,-203.45
155,CA-2022-420432,2022-11-12,2022-11-20,Same Day,C-6133,Steven,Brown,Home Office,United States,East Michaelshire,Nebraska,44143,Central,P-13803,Furniture,Bookcases,Bookcases - Security,865.37,6,0.0,238.45
156,CA-2018-990567,2023-11-08,2023-11-15,Same Day,C-5323,Jill,Brown,Corporate,United States,Lesliehaven,New York,02984,South,P-41022,Technology,Phones,Phones - Pm,1153.82,3,0.1,189.25
157,CA-2018-205967,2022-04-16,2022-04-23,Second Class,C-6615,Shawn,Moore,Corporate,United States,Miguelstad,Arizona,74325,West,P-90543,Furniture,Furnishings,Furnishings - Key,1657.05,9,0.1,5.93
158,CA-2015-115946,2022-07-02,2022-07-07,Standard Class,C-4938,Mary,Wagner,Corporate,United States,South Amandaland,Nebraska,34158,East,P-36567,Furniture,Tables,Tables - Choice,1194.55,5,0.0,370.03
159,CA-2021-992274,2021-12-05,2021-12-11,Same Day,C-3869,Christopher,Rich,Corporate,United States,Karenberg,New Jersey,83276,West,P-11871,Furniture,Tables,Tables - Weight,1579.78,7,0.2,414.09
160,CA-2019-693980,2022-10-12,2022-10-22,Same Day,C-8437,Kelsey,Brown,Corporate,United States,West Jason,Ohio,69121,Central,P-56345,Furniture,Chairs,Chairs - But,621.2,3,0.1,55.24
161,CA-2019-622611,2023-04-15,2023-04-17,Same Day,C-3522,Margaret,Lopez,Corporate,United States,Williamfort,New Jersey,84277,West,P-50555,Technology,Machines,Machines - Follow,899.51,8,0.4,-99.8
162,CA-2020-408154,2025-02-15,2025-02-17,Same Day,C-4968,Shaun,Rojas,Home Office,United States,Bakerchester,Oregon,94735,East,P-67292,Technology,Copiers,Copiers - Look,1695.31,8,0.2,501.93
163,CA-2017-414106,2022-04-20,2022-04-29,Standard Class,C-8039,Ryan,Gutierrez,Home Office,United States,Clarkburgh,Connecticut,63347,Central,P-50990,Office Supplies,Appliances,Appliances - Activity,961.63,2,0.2,-52.68
164,CA-2019-667971,2021-01-03,2021-01-09,Standard Class,C-5543,Christopher,Griffin,Home Office,United States,Harrishaven,Nebraska,82683,Central,P-20708,Furniture,Tables,Tables - Role,302.92,6,0.2,-17.22
165,CA-2019-247710,2023-02-07,2023-02-12,First Class,C-8022,Melissa,Jackson,Consumer,United States,West Rebekahfurt,Mississippi,05619,East,P-63618,Office Supplies,Storage,Storage - Poor,1752.1,7,0.1,80.17
166,CA-2017-311815,2021-10-29,2021-11-04,First Class,C-3095,Jay,Woodard,Consumer,United States,East Toddshire,Nevada,51889,West,P-71293,Furniture,Furnishings,Furnishings - Evidence,68.98,9,0.4,16.44
167,CA-2016-313274,2022-11-04,2022-11-13,Second Class,C-1074,Shelia,Reyes,Corporate,United States,Williamsshire,Pennsylvania,18183,Central,P-21804,Technology,Phones,Phones - Campaign,22.01,8,0.4,2.64
168,CA-2019-688403,2021-04-09,2021-04-14,Second Class,C-8509,Julie,Ortiz,Home Office,United States,West Austinchester,Arkansas,99262,West,P-74701,Technology,Phones,Phones - Money,1423.95,10,0.4,185.37
169,CA-2018-789494,2021-07-10,2021-07-19,Standard Class,C-2382,Derrick,Martinez,Home Office,United States,Christinabury,Minnesota,21968,Central,P-40543,Furniture,Chairs,Chairs - Ability,1183.56,9,0.1,-174.13
170,CA-2015-948015,2025-02-27,2025-03-05,Standard Class,C-8660,Patrick,Rodriguez,Home Office,United States,Luismouth,Idaho,93535,Central,P-14507,Office Supplies,Paper,Paper - Old,1495.73,10,0.2,523.0
171,CA-2016-100479,2024-11-14,2024-11-23,Standard Class,C-6193,Donna,Freeman,Consumer,United States,Ramirezport,Massachusetts,31515,East,P-35813,Furniture,Bookcases,Bookcases - Poor,1265.94,6,0.1,-177.1
172,CA-2018-457237,2023-08-04,2023-08-10,First Class,C-4707,Christina,Smith,Home Office,United States,Richardhaven,Tennessee,64718,South,P-26640,Technology,Machines,Machines - Eye,1634.46,5,0.0,78.62
173,CA-2016-195967,2023-11-23,2023-11-25,Same Day,C-2597,Lucas,Wilson,Consumer,United States,Meganton,Michigan,69157,East,P-61062,Technology,Accessories,Accessories - Agency,399.9,3,0.0,24.82
174,CA-2020-577329,2022-05-12,2022-05-15,Same Day,C-4510,Cynthia,Torres,Home Office,United States,Port John,Minnesota,39977,East,P-46533,Furniture,Furnishings,Furnishings - Drug,1060.14,4,0.1,368.51
175,CA-2021-290266,2021-05-09,2021-05-17,Second Class,C-7261,Amy,Griffin,Consumer,United States,South Thomas,Texas,46318,East,P-24689,Technology,Phones,Phones - Approach,1131.5,3,0.1,259.81
176,CA-2021-655880,2021-03-19,2021-03-22,Standard Class,C-1976,Edward,Green,Consumer,United States,Port Alisonville,New York,07658,West,P-62490,Office Supplies,Binders,Binders - Tonight,1107.33,9,0.1,-32.76
177,CA-2019-844214,2020-11-07,2020-11-16,Standard Class,C-3204,Chris,Case,Consumer,United States,Paulmouth,New Mexico,42668,Central,P-51011,Technology,Copiers,Copiers - Summer,1416.75,4,0.0,22.58
178,CA-2018-154059,2021-12-18,2021-12-22,First Class,C-7022,Anthony,Reese,Corporate,United States,Mileschester,New Jersey,19180,East,P-58864,Furniture,Furnishings,Furnishings - The,731.36,6,0.4,116.03
179,CA-2019-249494,2025-08-28,2025-08-29,Standard Class,C-8900,Lisa,Obrien,Home Office,United States,West Allison,Missouri,14642,South,P-58184,Technology,Accessories,Accessories - Western,725.29,9,0.3,-91.77
180,CA-2023-637764,2022-08-09,2022-08-19,First Class,C-7773,Patricia,Russell,Home Office,United States,Lisafurt,Oklahoma,92243,Central,P-26775,Furniture,Tables,Tables - Pick,1363.21,9,0.2,-12.1
181,CA-2021-786495,2024-08-28,2024-09-07,First Class,C-8279,Michelle,Rosario,Corporate,United States,Jamesborough,Minnesota,54297,East,P-84614,Office Supplies,Paper,Paper - Follow,1293.92,4,0.0,127.27
182,CA-2022-419316,2022-09-08,2022-09-15,Standard Class,C-5092,Eddie,Bowen,Consumer,United States,West Laurachester,Florida,12680,Central,P-62102,Technology,Phones,Phones - Eye,1770.47,2,0.4,613.82
183,CA-2016-391989,2023-04-19,2023-04-27,Second Class,C-5146,Alyssa,Johnson,Consumer,United States,Terriburgh,Montana,52015,East,P-83388,Technology,Accessories,Accessories - East,1623.53,1,0.4,429.4
184,CA-2016-486794,2021-04-24,2021-05-02,Second Class,C-5185,Mark,Brown,Corporate,United States,Doyleshire,Kentucky,44956,Central,P-50745,Office Supplies,Binders,Binders - Six,888.33,8,0.1,160.66
185,CA-2022-496945,2022-04-06,2022-04-11,Second Class,C-1006,Matthew,Ortega,Home Office,United States,Victorialand,South Carolina,59051,West,P-27982,Office Supplies,Storage,Storage - Money,877.73,2,0.1,-30.44
186,CA-2017-909609,2022-03-04,2022-03-05,Same Day,C-7163,Robin,Washington,Consumer,United States,Gonzalezborough,North Dakota,76137,East,P-37196,Furniture,Tables,Tables - Raise,1779.95,7,0.2,336.89
187,CA-2015-911269,2024-08-17,2024-08-20,Second Class,C-7909,Stephanie,Robinson,Home Office,United States,Ianburgh,Delaware,40398,Central,P-99203,Technology,Phones,Phones - Important,1851.79,3,0.1,408.3
188,CA-2016-950151,2025-05-19,2025-05-20,Same Day,C-5458,Gerald,Reed,Home Office,United States,Port Dawnmouth,Massachusetts,30848,West,P-27032,Office Supplies,Paper,Paper - Memory,896.62,8,0.0,178.03
189,CA-2019-394848,2021-11-25,2021-11-30,Second Class,C-3651,Renee,Graham,Home Office,United States,East Barbarabury,California,44847,West,P-48016,Furniture,Furnishings,Furnishings - Would,386.14,5,0.4,37.17
190,CA-2022-105876,2025-02-09,2025-02-15,Standard Class,C-9113,Kelly,Howard,Consumer,United States,West Sheliashire,New York,71638,West,P-77887,Office Supplies,Binders,Binders - Brother,1630.02,5,0.1,178.14
191,CA-2020-295126,2024-12-15,2024-12-20,Standard Class,C-7647,Jessica,Davis,Consumer,United States,Stephenhaven,West Virginia,26966,South,P-54057,Furniture,Tables,Tables - There,1243.77,8,0.0,31.71
192,CA-2021-919211,2021-09-22,2021-09-23,First Class,C-5238,Joyce,Clark,Home Office,United States,Burtonmouth,Rhode Island,34494,West,P-25844,Furniture,Bookcases,Bookcases - Court,941.31,9,0.3,229.21
193,CA-2022-233288,2024-06-25,2024-07-04,First Class,C-1114,Michelle,Reynolds,Corporate,United States,East Jamesland,Tennessee,28483,South,P-54260,Technology,Copiers,Copiers - Could,738.28,3,0.4,78.13
194,CA-2016-588266,2021-05-06,2021-05-16,Same Day,C-9252,Robert,Conner,Home Office,United States,Nguyenburgh,Arkansas,93999,Central,P-84474,Technology,Machines,Machines - Have,1629.72,9,0.0,126.64
195,CA-2017-612745,2021-02-11,2021-02-15,Standard Class,C-4752,Kristen,Roberts,Corporate,United States,East Briana,Wyoming,66223,East,P-67030,Furniture,Tables,Tables - Return,1924.04,7,0.4,601.97
196,CA-2018-295715,2020-11-15,2020-11-19,First Class,C-6600,Holly,Reid,Consumer,United States,Port Ronaldton,Wyoming,11982,West,P-41571,Technology,Phones,Phones - Sing,943.21,7,0.0,29.88
197,CA-2017-167731,2025-05-09,2025-05-15,Same Day,C-4548,John,Sparks,Home Office,United States,North Carla,Connecticut,04050,South,P-51774,Technology,Phones,Phones - Pass,1635.55,2,0.0,354.71
198,CA-2023-157047,2025-08-02,2025-08-06,First Class,C-4126,Austin,Parker,Home Office,United States,West Linda,Kansas,07570,Central,P-54508,Office Supplies,Storage,Storage - Defense,1490.74,7,0.0,-170.49
199,CA-2019-243119,2021-03-09,2021-03-19,Standard Class,C-8301,Mark,Anderson,Home Office,United States,North Whitneyland,Missouri,87394,South,P-48023,Office Supplies,Binders,Binders - Standard,754.23,2,0.2,261.02
200,CA-2015-881237,2023-01-10,2023-01-14,Second Class,C-3720,Laura,Williamson,Home Office,United States,East Mary,Minnesota,28841,East,P-94447,Furniture,Furnishings,Furnishings - Back,97.28,6,0.1,15.43
201,CA-2021-509886,2023-02-07,2023-02-09,First Class,C-9723,Hayley,Reid,Consumer,United States,Alejandrostad,North Carolina,38047,East,P-15602,Technology,Machines,Machines - Tree,734.64,4,0.0,-71.97
202,CA-2017-391900,2022-07-24,2022-07-30,Second Class,C-7445,Joseph,Roy,Corporate,United States,East Matthewberg,Delaware,43540,South,P-40548,Furniture,Tables,Tables - List,743.38,1,0.4,245.6
203,CA-2017-554080,2020-11-20,2020-11-24,First Class,C-9957,Barbara,Miller,Corporate,United States,North Cheryl,Idaho,87593,West,P-10187,Technology,Copiers,Copiers - Open,1096.3,1,0.1,369.34
204,CA-2018-216552,2024-06-19,2024-06-29,Standard Class,C-2806,Michael,Ramos,Corporate,United States,South Codyview,Georgia,72233,Central,P-59367,Furniture,Chairs,Chairs - Reach,1043.38,10,0.2,194.71
205,CA-2016-557130,2021-01-14,2021-01-22,First Class,C-6717,Kathleen,Nelson,Corporate,United States,Nelsonfort,Indiana,18981,East,P-72594,Office Supplies,Paper,Paper - Peace,1586.3,6,0.3,281.22
206,CA-2021-154937,2023-02-06,2023-02-16,Standard Class,C-3336,Andres,Michael,Corporate,United States,West Donaldmouth,Minnesota,03603,Central,P-58776,Technology,Phones,Phones - Share,1995.72,1,0.3,-291.41
207,CA-2020-916780,2022-04-18,2022-04-20,Same Day,C-5229,Joseph,Mcgee,Home Office,United States,Keithstad,Oklahoma,34920,Central,P-92279,Furniture,Tables,Tables - Our,1224.82,2,0.2,387.38
208,CA-2022-353584,2023-07-25,2023-07-28,Second Class,C-1457,Daniel,Griffin,Corporate,United States,Port Kimberly,Oregon,46112,Central,P-92236,Furniture,Bookcases,Bookcases - His,530.54,6,0.4,5.17
209,CA-2019-171773,2022-07-01,2022-07-06,Standard Class,C-5501,James,Baker,Consumer,United States,Briannahaven,Rhode Island,67678,West,P-62560,Technology,Copiers,Copiers - Drop,823.78,7,0.0,127.26
210,CA-2016-765802,2021-03-11,2021-03-21,Same Day,C-9867,Jason,Brady,Consumer,United States,Brianborough,Florida,58701,West,P-82302,Furniture,Bookcases,Bookcases - Half,1991.32,10,0.3,-190.61
211,CA-2017-819365,2023-07-15,2023-07-18,Same Day,C-9135,Richard,Sullivan,Consumer,United States,Shortmouth,South Carolina,63898,Central,P-69601,Furniture,Tables,Tables - Voice,1496.32,5,0.1,-64.58
212,CA-2016-593609,2022-02-14,2022-02-16,First Class,C-7098,David,Jones,Consumer,United States,New Aaron,Vermont,10648,South,P-30232,Technology,Phones,Phones - Set,647.71,10,0.2,-48.86
213,CA-2022-629994,2022-02-13,2022-02-17,Second Class,C-5030,Christopher,Hall,Home Office,United States,New Kevin,Nevada,86584,East,P-53289,Technology,Accessories,Accessories - Friend,997.55,10,0.4,296.07
214,CA-2015-284747,2022-07-29,2022-08-01,First Class,C-9370,Vanessa,Whitney,Home Office,United States,North Carolyn,Wyoming,54270,East,P-53184,Furniture,Bookcases,Bookcases - Career,922.34,1,0.3,320.16
215,CA-2021-917607,2023-06-06,2023-06-14,Second Class,C-8844,Brian,Lopez,Home Office,United States,Lake Erin,Connecticut,21391,West,P-87903,Office Supplies,Appliances,Appliances - Yard,400.86,2,0.0,-56.28
216,CA-2018-327559,2023-09-02,2023-09-05,Second Class,C-3362,Kenneth,Vasquez,Home Office,United States,Jenkinsbury,Illinois,66318,South,P-53885,Technology,Copiers,Copiers - Every,1337.93,5,0.1,269.96
217,CA-2017-247408,2021-02-05,2021-02-07,Second Class,C-5024,Diana,Mathews,Home Office,United States,Smithshire,Oklahoma,82035,West,P-63784,Office Supplies,Art,Art - Machine,1947.48,2,0.0,-159.66
218,CA-2018-372260,2021-08-30,2021-08-31,Same Day,C-4524,Matthew,Myers,Home Office,United States,West Cynthia,North Carolina,26199,East,P-43068,Technology,Phones,Phones - Ask,997.93,10,0.3,-143.47
219,CA-2018-917001,2022-12-25,2022-12-27,First Class,C-7870,Christian,Mcintyre,Corporate,United States,Port Roy,Wyoming,90068,West,P-88397,Office Supplies,Paper,Paper - Go,107.54,1,0.0,30.94
220,CA-2017-745857,2021-06-12,2021-06-19,Second Class,C-5919,Robert,Fisher,Corporate,United States,Lake Preston,New Mexico,05149,South,P-80910,Office Supplies,Storage,Storage - Seek,1436.22,3,0.0,362.78
221,CA-2020-544441,2022-09-16,2022-09-19,Standard Class,C-6943,Sherry,Lindsey,Consumer,United States,New Dalton,Delaware,28456,Central,P-79544,Furniture,Tables,Tables - Relate,500.55,8,0.1,-12.69
222,CA-2018-218456,2022-05-19,2022-05-29,First Class,C-3610,Kimberly,Crawford,Consumer,United States,Thomasland,Illinois,96734,Central,P-20670,Technology,Phones,Phones - Degree,82.13,1,0.1,23.51
223,CA-2016-137341,2022-09-15,2022-09-20,Standard Class,C-6190,Maria,Rodriguez,Corporate,United States,Lake Timothy,Virginia,34984,West,P-71924,Office Supplies,Storage,Storage - Ever,277.82,8,0.3,-2.82
224,CA-2017-223770,2023-11-18,2023-11-28,First Class,C-9990,Sarah,Stokes,Home Office,United States,Brendaland,Virginia,33674,East,P-87313,Office Supplies,Art,Art - Cut,1290.5,6,0.3,408.81
225,CA-2020-899703,2024-02-22,2024-03-03,First Class,C-9731,Toni,Lara,Corporate,United States,West Derekmouth,Texas,10263,South,P-87562,Furniture,Furnishings,Furnishings - Place,1092.21,4,0.3,-15.59
226,CA-2018-122376,2022-10-01,2022-10-05,Second Class,C-2093,Megan,Taylor,Home Office,United States,Larryview,Illinois,19559,Central,P-91918,Furniture,Furnishings,Furnishings - Among,1544.76,9,0.2,116.94
227,CA-2017-202944,2025-03-09,2025-03-11,Standard Class,C-3851,Joel,Landry,Consumer,United States,North Raymond,Mississippi,54041,West,P-73303,Office Supplies,Appliances,Appliances - Surface,1390.27,5,0.4,-44.37
228,CA-2017-145652,2021-04-21,2021-04-30,First Class,C-1752,Wendy,Rodriguez,Consumer,United States,Lake Julie,Massachusetts,14003,West,P-71596,Office Supplies,Storage,Storage - Control,1099.95,1,0.0,162.37
229,CA-2016-978299,2022-06-22,2022-06-24,Second Class,C-1705,Kristy,Bradley,Consumer,United States,East Raymond,Montana,14857,West,P-64495,Office Supplies,Appliances,Appliances - Perhaps,538.65,4,0.1,134.03
230,CA-2015-239210,2021-08-22,2021-08-30,Second Class,C-7717,Michael,Rivera,Corporate,United States,Graybury,South Carolina,72577,Central,P-80135,Furniture,Chairs,Chairs - Treatment,1319.45,8,0.2,-38.49
231,CA-2018-298359,2022-12-30,2023-01-06,Same Day,C-1692,Cody,Rogers,Home Office,United States,Vanessaview,Pennsylvania,38614,West,P-33917,Office Supplies,Storage,Storage - Make,888.45,10,0.0,275.53
232,CA-2023-160628,2021-03-13,2021-03-16,Standard Class,C-3535,Robert,Ruiz,Home Office,United States,East Andrew,Connecticut,33198,South,P-57990,Furniture,Bookcases,Bookcases - Nation,655.35,10,0.0,163.39
233,CA-2017-981955,2022-05-15,2022-05-20,First Class,C-8277,Cynthia,Thomas,Corporate,United States,Mariestad,Illinois,31567,South,P-63677,Office Supplies,Binders,Binders - Research,1860.22,1,0.2,91.46
234,CA-2018-865710,2023-05-21,2023-05-28,Standard Class,C-4929,Terri,Pratt,Corporate,United States,Hallburgh,Massachusetts,39137,East,P-53555,Furniture,Furnishings,Furnishings - Rock,350.22,1,0.4,20.09
235,CA-2017-696240,2022-06-02,2022-06-03,First Class,C-6314,Jason,Turner,Corporate,United States,Port Albertbury,Arizona,96387,West,P-55740,Office Supplies,Binders,Binders - Fact,1573.29,2,0.2,402.35
236,CA-2017-742806,2022-07-07,2022-07-08,Same Day,C-6260,Mathew,West,Consumer,United States,West Tina,Utah,85972,East,P-41537,Office Supplies,Appliances,Appliances - Executive,905.99,3,0.0,295.46
237,CA-2023-477621,2021-07-08,2021-07-17,Second Class,C-8893,Daisy,Barrera,Consumer,United States,Danielleview,Alaska,94703,Central,P-37314,Office Supplies,Binders,Binders - Bill,171.22,5,0.0,43.32
238,CA-2023-689928,2023-01-18,2023-01-23,Standard Class,C-6201,Randy,Nelson,Home Office,United States,Woodwardview,Nevada,83263,South,P-31233,Furniture,Furnishings,Furnishings - Her,1615.41,2,0.2,555.52
239,CA-2015-504995,2021-09-05,2021-09-07,Second Class,C-2006,Christina,Hernandez,Home Office,United States,West Davidhaven,Arkansas,00523,South,P-74228,Technology,Machines,Machines - Respond,613.32,9,0.2,-56.47
240,CA-2020-560694,2022-02-11,2022-02-19,First Class,C-4790,Emily,Moreno,Home Office,United States,Lake Jamesville,Connecticut,08817,Central,P-32532,Office Supplies,Art,Art - Major,1220.76,2,0.4,-121.9
241,CA-2017-454073,2021-11-25,2021-12-01,Second Class,C-7241,Karen,Robinson,Corporate,United States,East Tom,New Jersey,48728,East,P-46548,Furniture,Furnishings,Furnishings - Health,903.09,1,0.0,142.75
242,CA-2018-696243,2021-10-27,2021-10-29,First Class,C-4283,Christopher,Martin,Consumer,United States,Jonesfort,Arkansas,66167,East,P-59824,Office Supplies,Art,Art - Through,1374.61,8,0.1,-149.17
243,CA-2018-883559,2024-11-05,2024-11-10,Second Class,C-6976,Marilyn,Brown,Corporate,United States,West Stacy,Connecticut,12833,West,P-15447,Furniture,Tables,Tables - Response,1116.91,8,0.0,100.5
244,CA-2020-735824,2024-04-28,2024-05-02,Second Class,C-8296,Cody,King,Corporate,United States,Transtad,Hawaii,55727,South,P-52119,Technology,Machines,Machines - Represent,114.41,4,0.0,34.63
245,CA-2023-538253,2020-11-24,2020-12-03,First Class,C-4990,Joseph,Mills,Consumer,United States,Morganmouth,Wyoming,41092,Central,P-61729,Technology,Machines,Machines - Catch,759.26,6,0.2,-88.66
246,CA-2017-372057,2025-08-02,2025-08-12,Standard Class,C-4844,David,Paul,Corporate,United States,Carolynshire,Hawaii,92672,Central,P-83114,Technology,Phones,Phones - Sit,661.8,6,0.3,-14.47
247,CA-2017-179977,2023-06-13,2023-06-23,Standard Class,C-6781,Hannah,Rocha,Corporate,United States,Jonesborough,Michigan,06224,South,P-45160,Office Supplies,Storage,Storage - Student,1637.41,6,0.3,528.41
248,CA-2022-941905,2022-09-17,2022-09-22,Standard Class,C-7484,Jasmine,Watkins,Corporate,United States,Higginston,New Hampshire,73020,Central,P-84204,Furniture,Chairs,Chairs - General,1368.64,1,0.3,170.14
249,CA-2017-425817,2025-05-28,2025-06-03,Same Day,C-5621,Devin,Bennett,Corporate,United States,Lake Melissashire,Washington,53184,East,P-88474,Office Supplies,Paper,Paper - Make,1919.13,1,0.1,292.74
250,CA-2016-194666,2021-02-01,2021-02-07,Same Day,C-3953,Alexis,Robinson,Home Office,United States,Helenborough,Oklahoma,72364,West,P-45924,Office Supplies,Binders,Binders - Total,893.81,2,0.1,27.9
251,CA-2017-844879,2021-04-09,2021-04-13,First Class,C-9751,Allison,Garza,Corporate,United States,Port Cassandraside,Tennessee,55435,West,P-31051,Office Supplies,Art,Art - Top,845.82,6,0.0,180.06
252,CA-2023-263625,2022-10-03,2022-10-07,Second Class,C-1377,Nina,Campbell,Home Office,United States,Amytown,North Carolina,74180,West,P-87605,Furniture,Furnishings,Furnishings - Pattern,1415.37,4,0.1,-210.08
253,CA-2018-283759,2020-12-14,2020-12-17,Same Day,C-8140,Kevin,Nelson,Corporate,United States,South Dakota,Delaware,39478,West,P-73840,Technology,Copiers,Copiers - School,1144.78,10,0.1,-18.24
254,CA-2019-921140,2025-02-10,2025-02-12,Same Day,C-1870,Ricardo,Gallegos,Consumer,United States,Kristinaborough,Alabama,32068,West,P-43131,Office Supplies,Storage,Storage - Vote,632.51,10,0.1,-21.71
255,CA-2016-138351,2021-12-28,2022-01-05,Same Day,C-5078,James,Garrett,Home Office,United States,Morganmouth,Nevada,48128,East,P-52424,Furniture,Furnishings,Furnishings - Suffer,1841.99,6,0.2,348.27
256,CA-2022-882435,2024-09-20,2024-09-23,Second Class,C-8800,Mary,Perry,Consumer,United States,Lake Melindahaven,Colorado,19464,South,P-87484,Furniture,Bookcases,Bookcases - Time,1768.05,6,0.0,-57.2
